user_id,movie_id,rating
ur1773017,tt0151804,8
ur0139451,tt0151804,10
ur0384847,tt0151804,9
ur1406078,tt0151804,8
ur0785249,tt0151804,10
ur0307374,tt0151804,7
ur71305899,tt0151804,10
ur0012270,tt0151804,9
ur64018658,tt0151804,9
ur0453068,tt0151804,9
ur0765949,tt0151804,10
ur15148330,tt0151804,9
ur2528956,tt0151804,8
ur119854527,tt0151804,9
ur1994077,tt0151804,10
ur135706192,tt0151804,7
ur4888011,tt0151804,6
ur2467618,tt7984734,7
ur1002035,tt7984734,9
ur7886239,tt7984734,8
ur2707735,tt7984734,3
ur47246436,tt7984734,7
ur0278527,tt7984734,8
ur1584405,tt7984734,5
ur67530528,tt7984734,5
ur33907744,tt7984734,7
ur1617546,tt7984734,7
ur96219717,tt7984734,3
ur2978599,tt7984734,8
ur61197531,tt7984734,4
ur0806494,tt7984734,3
ur13178622,tt7984734,3
ur52600820,tt7984734,5
ur89745032,tt7984734,4
ur92205835,tt7984734,6
ur0213556,tt7984734,5
ur8462477,tt7984734,5
ur37793921,tt7984734,7
ur23255110,tt7984734,5
ur2488512,tt7984734,5
ur0166205,tt0101540,7
ur0100620,tt0101540,10
ur0819382,tt0101540,9
ur20552756,tt0101540,7
ur4888011,tt0101540,9
ur1293485,tt0101540,9
ur2483625,tt0101540,9
ur13134536,tt0101540,9
ur0797878,tt0101540,5
ur0349252,tt0101540,9
ur2810983,tt0101540,7
ur1722967,tt0101540,9
ur0989035,tt0101540,7
ur0222418,tt0101540,4
ur14795108,tt0101540,8
ur0235196,tt0101540,10
ur1532177,tt0101540,1
ur0385918,tt0101540,6
ur0453068,tt0101540,2
ur1378827,tt0101540,8
ur4532636,tt0101540,7
ur20552756,tt0371746,9
ur70325992,tt0371746,8
ur18614570,tt0371746,8
ur2898520,tt0371746,8
ur74188726,tt0371746,9
ur87850731,tt0371746,9
ur2467618,tt0371746,8
ur2020154,tt0371746,8
ur1293485,tt0371746,10
ur0317399,tt0371746,9
ur1725991,tt0371746,10
ur5254510,tt0371746,10
ur3291350,tt0371746,8
ur3872142,tt0371746,9
ur0499651,tt0371746,10
ur6093394,tt0371746,8
ur11423174,tt0371746,8
ur0310469,tt0371746,10
ur17646017,tt0371746,9
ur61197531,tt0371746,8
ur35359466,tt0369610,7
ur20552756,tt0369610,7
ur55009047,tt0369610,10
ur31261952,tt0369610,10
ur50423587,tt0369610,10
ur6458242,tt0369610,10
ur31646645,tt0369610,10
ur0657462,tt0369610,3
ur44588015,tt0369610,10
ur22654354,tt0369610,6
ur55389482,tt0369610,10
ur4405474,tt0369610,9
ur3146136,tt0369610,6
ur36668577,tt0369610,1
ur52451894,tt0369610,10
ur1980092,tt0369610,7
ur0482513,tt0369610,6
ur7826013,tt0369610,3
ur33073916,tt0369610,10
ur2079400,tt0369610,2
ur1803589,tt0369610,4
ur24740649,tt0369610,8
ur52600820,tt0369610,1
ur3436679,tt8550054,7
ur26820801,tt8550054,7
ur15795433,tt8550054,5
ur40254989,tt8550054,6
ur5876717,tt8550054,8
ur32413477,tt8550054,7
ur0327799,tt8550054,6
ur23791936,tt8550054,3
ur0826090,tt8550054,6
ur133290271,tt8550054,8
ur64821470,tt8550054,10
ur148142583,tt8550054,8
ur2503697,tt8550054,8
ur4944007,tt8550054,8
ur5424352,tt8550054,10
ur64798417,tt8550054,6
ur82536761,tt8550054,8
ur76733536,tt8550054,7
ur15349723,tt8550054,6
ur0841248,tt8550054,7
ur71506838,tt8550054,4
ur75032583,tt8550054,8
ur55939461,tt8550054,3
ur58559599,tt8550054,3
ur3967726,tt8550054,7
ur0736738,tt0070917,8
ur0381265,tt0070917,10
ur4103165,tt0070917,9
ur1725295,tt0070917,8
ur0610628,tt0070917,10
ur0855231,tt0070917,9
ur0463200,tt0070917,10
ur18970655,tt0070917,9
ur0945066,tt0070917,7
ur2048573,tt0070917,10
ur0054140,tt0070917,10
ur0197287,tt0070917,6
ur0482513,tt0070917,10
ur0103793,tt0070917,8
ur2955724,tt0070917,2
ur1002035,tt0070917,9
ur3109237,tt0070917,9
ur20552756,tt0070917,8
ur1532177,tt0070917,10
ur0011762,tt7740496,6
ur4888011,tt7740496,8
ur1617546,tt7740496,7
ur4532636,tt7740496,5
ur2860723,tt7740496,5
ur29385135,tt7740496,4
ur48675674,tt7740496,4
ur1210420,tt7740496,7
ur0806494,tt7740496,7
ur0482513,tt7740496,4
ur20018357,tt7740496,7
ur117768316,tt7740496,6
ur0989035,tt7740496,4
ur119082541,tt7740496,6
ur64798417,tt7740496,8
ur69065143,tt7740496,6
ur57691865,tt7740496,3
ur104603847,tt7740496,7
ur25226117,tt7740496,7
ur1391596,tt7740496,9
ur2898520,tt7740496,7
ur5876717,tt7740496,9
ur3564718,tt7740496,2
ur61096584,tt0086320,6
ur0355122,tt0086320,8
ur95459254,tt0086320,10
ur69172350,tt0086320,7
ur0865972,tt0086320,9
ur2488512,tt0086320,5
ur13134536,tt0086320,6
ur4544760,tt0086320,7
ur1234929,tt0086320,7
ur2843647,tt0086320,8
ur5876717,tt0086320,8
ur28159509,tt0086320,5
ur25105932,tt0086320,6
ur0482513,tt0086320,8
ur8462477,tt0086320,10
ur0314291,tt0086320,10
ur1985025,tt0086320,6
ur0336740,tt0086320,6
ur0663475,tt0086320,7
ur0490813,tt0086320,8
ur0610628,tt0086320,5
ur29002389,tt0086320,1
ur2263198,tt0119345,6
ur15795433,tt0119345,7
ur2898520,tt0119345,6
ur90278387,tt0119345,9
ur18374320,tt0119345,9
ur1293485,tt0119345,7
ur2171244,tt0119345,7
ur23581966,tt0119345,7
ur1002035,tt0119345,8
ur0199296,tt0119345,8
ur0437174,tt0119345,8
ur18970655,tt0119345,9
ur15562504,tt0119345,5
ur60028700,tt0119345,6
ur133790795,tt0119345,6
ur13134536,tt0119345,6
ur16832277,tt0119345,10
ur0449021,tt0119345,8
ur0035229,tt0119345,8
ur3174947,tt0119345,7
ur8611743,tt0119345,10
ur2263221,tt0210945,10
ur3105386,tt0210945,9
ur0643200,tt0210945,9
ur0090091,tt0210945,10
ur0671107,tt0210945,10
ur16161013,tt0210945,9
ur44112735,tt0210945,10
ur11484280,tt0210945,10
ur20552756,tt0210945,10
ur5370797,tt0210945,9
ur3670492,tt0210945,8
ur4691957,tt0210945,7
ur2467618,tt0210945,8
ur1969711,tt0210945,7
ur0449021,tt0210945,7
ur1606505,tt0210945,9
ur0783721,tt0210945,6
ur1606763,tt0210945,10
ur2488512,tt0319061,10
ur0384847,tt0319061,10
ur0014122,tt0319061,8
ur1581642,tt0319061,8
ur2770677,tt0319061,8
ur73643551,tt0319061,9
ur1173088,tt0319061,10
ur114026501,tt0319061,10
ur27149039,tt0319061,10
ur13017201,tt0319061,9
ur0453068,tt0319061,10
ur1154349,tt0319061,7
ur80500138,tt0319061,9
ur2627550,tt0319061,10
ur0278527,tt0319061,10
ur2173431,tt0319061,8
ur1002035,tt0319061,10
ur20552756,tt0319061,10
ur5156288,tt0319061,8
ur0035842,tt11832046,8
ur135601492,tt11832046,7
ur69301234,tt11832046,9
ur106175950,tt11832046,10
ur62933173,tt11832046,10
ur125735159,tt11832046,8
ur64599774,tt11832046,7
ur45842290,tt11832046,9
ur121304243,tt11832046,6
ur79005849,tt11832046,10
ur1257208,tt11832046,6
ur118439842,tt11832046,10
ur18115840,tt11832046,7
ur90570240,tt11832046,8
ur24179951,tt11832046,8
ur0281280,tt11832046,9
ur81831217,tt11832046,10
ur60079683,tt11832046,9
ur56862377,tt11832046,8
ur69491886,tt11832046,6
ur12048299,tt11832046,7
ur26897477,tt11832046,10
ur12763333,tt11832046,10
ur135544902,tt11832046,10
ur87850731,tt0800369,8
ur0637916,tt0800369,10
ur6093394,tt0800369,5
ur1002035,tt0800369,6
ur64798417,tt0800369,8
ur1052099,tt0800369,7
ur3798706,tt0800369,7
ur18874471,tt0800369,9
ur2488512,tt0800369,9
ur60965299,tt0800369,6
ur8503729,tt0800369,1
ur34331083,tt0800369,9
ur5464931,tt0800369,8
ur40349280,tt0800369,9
ur20793643,tt0800369,8
ur4740983,tt0800369,7
ur3570536,tt0800369,8
ur13566917,tt0800369,3
ur23415028,tt0800369,8
ur2467618,tt0800369,6
ur0278527,tt0783233,9
ur4103165,tt0783233,9
ur2955724,tt0783233,9
ur4130201,tt0783233,7
ur4532636,tt0783233,10
ur83822756,tt0783233,9
ur0730831,tt0783233,9
ur9469926,tt0783233,10
ur13849221,tt0783233,9
ur13134536,tt0783233,7
ur1069062,tt0783233,8
ur2707735,tt0783233,7
ur12449122,tt0783233,7
ur0438066,tt0783233,3
ur1234929,tt0783233,6
ur1606763,tt0783233,9
ur0453068,tt0783233,10
ur1002035,tt0783233,7
ur0225436,tt0783233,8
ur1532177,tt0783233,8
ur64798417,tt0119174,9
ur0482513,tt0119174,9
ur1532177,tt0119174,7
ur3174947,tt0119174,8
ur2467618,tt0119174,9
ur19555832,tt0119174,10
ur5156288,tt0119174,9
ur0669687,tt0119174,6
ur0819382,tt0119174,8
ur26585802,tt0119174,7
ur2707735,tt0119174,9
ur96996693,tt0119174,8
ur1696608,tt0119174,8
ur4103165,tt0119174,9
ur6207631,tt0119174,7
ur20961309,tt0119174,7
ur34307814,tt0119174,7
ur6918917,tt0119174,10
ur0089759,tt0119174,7
ur0139793,tt0119174,8
ur20552756,tt0119174,6
ur1173088,tt0119174,4
ur1994077,tt0119174,5
ur7197581,tt0119174,4
ur57373544,tt0213149,10
ur24623283,tt0213149,7
ur0258737,tt0213149,3
ur120145389,tt0213149,2
ur1986857,tt0213149,8
ur101814828,tt0213149,2
ur1002035,tt0213149,1
ur1532177,tt0213149,1
ur10730481,tt0213149,1
ur4574362,tt0213149,1
ur1293485,tt0213149,8
ur2696443,tt0213149,1
ur0176092,tt0213149,9
ur20597848,tt0213149,3
ur61999798,tt0213149,10
ur0453068,tt0213149,1
ur113529284,tt0213149,5
ur13538926,tt0213149,3
ur0482513,tt0213149,1
ur16668564,tt0213149,8
ur5767111,tt0213149,1
ur0157498,tt0361862,8
ur1390493,tt0361862,8
ur2637155,tt0361862,10
ur0937743,tt0361862,9
ur3223254,tt0361862,9
ur2042633,tt0361862,10
ur7790394,tt0361862,10
ur0482513,tt0361862,10
ur2547554,tt0361862,8
ur13017201,tt0361862,10
ur32380599,tt0361862,6
ur4494305,tt0361862,7
ur61197531,tt0361862,8
ur2488512,tt0361862,8
ur103014234,tt0361862,9
ur3270789,tt0361862,10
ur0317399,tt0361862,6
ur0278527,tt0361862,10
ur3174947,tt0361862,8
ur2263198,tt0449086,2
ur58525162,tt0449086,5
ur2626332,tt0449086,5
ur3076198,tt0449086,7
ur3675458,tt0449086,7
ur3270789,tt0449086,7
ur0613376,tt0449086,8
ur1418462,tt0449086,9
ur0270791,tt0449086,7
ur28159509,tt0449086,8
ur3855630,tt0449086,7
ur6673859,tt0449086,1
ur11423174,tt0449086,5
ur3478561,tt0449086,8
ur5011261,tt0449086,6
ur5006092,tt0449086,7
ur7059410,tt0449086,6
ur2898520,tt0449086,4
ur1470660,tt0449086,8
ur0115464,tt0449086,8
ur68133936,tt0449086,8
ur1937893,tt0449086,1
ur18970655,tt0055928,8
ur0649119,tt0055928,9
ur2420383,tt0055928,8
ur0176092,tt0055928,9
ur1318549,tt0055928,10
ur1343496,tt0055928,7
ur2467618,tt0055928,8
ur1609501,tt0055928,10
ur1532177,tt0055928,7
ur0215141,tt0055928,7
ur2955724,tt0055928,7
ur4157754,tt0055928,8
ur1206572,tt0055928,8
ur4103165,tt0055928,8
ur3270789,tt0055928,9
ur90824644,tt0055928,10
ur15311310,tt0055928,7
ur16161013,tt0055928,8
ur19257379,tt0055928,7
ur24286055,tt0055928,8
ur30151001,tt2527336,6
ur67902729,tt2527336,6
ur5223663,tt2527336,6
ur15794099,tt2527336,8
ur60052163,tt2527336,6
ur54724846,tt2527336,9
ur0480393,tt2527336,6
ur87833656,tt2527336,8
ur35594328,tt2527336,6
ur66259887,tt2527336,2
ur79005849,tt2527336,8
ur22529727,tt2527336,6
ur154287828,tt2527336,3
ur3670492,tt2527336,10
ur135635010,tt2527336,6
ur46304483,tt2527336,8
ur58525162,tt2527336,6
ur44721165,tt2527336,10
ur42026461,tt2527336,6
ur43754857,tt2527336,3
ur105036921,tt2527336,10
ur0945066,tt2527336,6
ur65211374,tt2527336,4
ur0193503,tt0090190,10
ur0361658,tt0090190,9
ur120216127,tt0090190,8
ur35177660,tt0090190,6
ur1064827,tt0090190,7
ur0052443,tt0090190,10
ur0892646,tt0090190,9
ur5156469,tt0090190,5
ur1888886,tt0090190,10
ur4888011,tt0090190,8
ur53732923,tt0090190,10
ur8864154,tt0090190,8
ur1506029,tt0090190,7
ur7361844,tt0090190,9
ur1139410,tt0090190,9
ur11358734,tt0090190,8
ur2403537,tt0090190,10
ur2951437,tt0090190,5
ur13772764,tt0090190,7
ur3741220,tt0090190,8
ur3150523,tt0090190,6
ur0463200,tt0090756,10
ur4445210,tt0090756,9
ur1002035,tt0090756,7
ur2139507,tt0090756,9
ur97741559,tt0090756,10
ur140941989,tt0090756,9
ur20552756,tt0090756,10
ur0035229,tt0090756,9
ur2885836,tt0090756,10
ur13977076,tt0090756,8
ur5139163,tt0090756,6
ur1696608,tt0090756,8
ur2171244,tt0090756,10
ur110212703,tt0090756,7
ur0358362,tt0090756,5
ur0728175,tt0090756,9
ur72304164,tt0090756,1
ur0278527,tt0090756,8
ur2904674,tt0090756,2
ur1415290,tt0090756,10
ur5089634,tt0090756,10
ur105506099,tt0090756,1
ur134960802,tt0090756,5
ur23483288,tt3760922,6
ur62963353,tt3760922,9
ur6142851,tt3760922,7
ur2115026,tt3760922,10
ur0806494,tt3760922,6
ur2898520,tt3760922,4
ur53150945,tt3760922,2
ur17825945,tt3760922,2
ur65982698,tt3760922,9
ur23463676,tt3760922,9
ur43954022,tt3760922,7
ur2444068,tt3760922,9
ur69027142,tt3760922,10
ur4569900,tt3760922,3
ur17571044,tt3760922,5
ur66068115,tt3760922,10
ur15977902,tt3760922,5
ur29592278,tt3760922,5
ur26680166,tt3760922,5
ur66020551,tt3760922,8
ur22674374,tt3760922,2
ur22329284,tt3760922,2
ur36784579,tt3760922,1
ur129729796,tt3760922,2
ur0453068,tt0080120,10
ur1364019,tt0080120,9
ur53660798,tt0080120,8
ur1219578,tt0080120,7
ur16633923,tt0080120,10
ur1162550,tt0080120,7
ur2860723,tt0080120,9
ur0151630,tt0080120,7
ur10348034,tt0080120,7
ur0176092,tt0080120,8
ur1234929,tt0080120,6
ur4205288,tt0080120,8
ur3270789,tt0080120,10
ur16161013,tt0080120,10
ur4130201,tt0080120,8
ur2082018,tt0080120,10
ur0968789,tt0080120,8
ur4888011,tt0080120,10
ur0663392,tt0080120,2
ur54077131,tt1637725,6
ur99782462,tt1637725,7
ur2496397,tt1637725,8
ur48282208,tt1637725,10
ur87850731,tt1637725,8
ur10498869,tt1637725,1
ur5151340,tt1637725,3
ur30040657,tt1637725,1
ur2488512,tt1637725,6
ur0822741,tt1637725,8
ur13566917,tt1637725,6
ur15977902,tt1637725,9
ur35674402,tt1637725,6
ur5359550,tt1637725,3
ur10398346,tt1637725,1
ur7776916,tt1637725,1
ur19723088,tt1637725,1
ur24893438,tt1637725,8
ur32817815,tt1637725,4
ur7583105,tt1637725,2
ur19589623,tt1637725,5
ur27756928,tt1637725,9
ur29798050,tt1637725,9
ur1609501,tt0100944,8
ur0463200,tt0100944,9
ur1187308,tt0100944,8
ur2488512,tt0100944,7
ur64264987,tt0100944,10
ur3713130,tt0100944,9
ur4888011,tt0100944,7
ur6673859,tt0100944,9
ur0482513,tt0100944,9
ur2091213,tt0100944,7
ur0178741,tt0100944,8
ur20552756,tt0100944,7
ur5232598,tt0100944,10
ur4946367,tt0100944,8
ur7813355,tt0100944,10
ur3713130,tt0100944,8
ur13538926,tt0100944,9
ur133003750,tt0100944,8
ur98906416,tt0100944,9
ur1130255,tt0100944,8
ur5876717,tt0100944,8
ur6201371,tt0100944,9
ur2866837,tt0100944,9
ur18423640,tt0100944,10
ur94560739,tt2975590,8
ur80922659,tt2975590,7
ur70422776,tt2975590,10
ur22243007,tt2975590,8
ur106224983,tt2975590,9
ur66552661,tt2975590,9
ur117574551,tt2975590,8
ur32280016,tt2975590,9
ur107515161,tt2975590,7
ur72771905,tt2975590,9
ur96745385,tt2975590,10
ur95785256,tt2975590,10
ur122762430,tt2975590,8
ur71448765,tt2975590,10
ur57396192,tt2975590,10
ur119032180,tt2975590,8
ur78851397,tt2975590,10
ur83019856,tt2975590,9
ur134485651,tt2975590,9
ur127776511,tt2975590,6
ur30699123,tt2975590,10
ur63107562,tt2975590,10
ur54879785,tt2975590,10
ur83197602,tt2975590,9
ur16784326,tt2975590,6
ur15148330,tt0338751,8
ur125187549,tt0338751,8
ur2467618,tt0338751,9
ur1328109,tt0338751,8
ur2483625,tt0338751,9
ur1016453,tt0338751,8
ur0384847,tt0338751,9
ur1069062,tt0338751,8
ur1011754,tt0338751,10
ur2531610,tt0338751,7
ur120431365,tt0338751,7
ur106015928,tt0338751,9
ur135654449,tt0338751,7
ur97480288,tt0338751,10
ur53053227,tt0338751,10
ur125165080,tt0338751,9
ur65923453,tt0338751,8
ur3109921,tt0338751,9
ur4291422,tt0338751,10
ur0989035,tt0338751,5
ur0643062,tt0338751,10
ur11156042,tt0338751,10
ur0090091,tt0338751,8
ur82462880,tt0338751,8
ur3694796,tt0360717,10
ur98906416,tt0360717,9
ur0384847,tt0360717,10
ur0371143,tt0360717,7
ur105120858,tt0360717,9
ur0762960,tt0360717,10
ur1436336,tt0360717,10
ur3728510,tt0360717,10
ur3063013,tt0360717,10
ur0292400,tt0360717,8
ur47100167,tt0360717,5
ur1002035,tt0360717,9
ur0721570,tt0360717,4
ur18374320,tt0360717,10
ur4445210,tt0360717,1
ur59877811,tt0360717,9
ur5732819,tt0360717,1
ur3192976,tt0360717,1
ur4873651,tt0360717,8
ur0540993,tt0360717,10
ur1048771,tt0360717,7
ur1293485,tt0360717,7
ur1682702,tt0360717,9
ur4532636,tt1489887,5
ur0744115,tt1489887,5
ur4555280,tt1489887,4
ur89493617,tt1489887,8
ur41485753,tt1489887,1
ur27377411,tt1489887,3
ur19009969,tt1489887,5
ur65136163,tt1489887,8
ur29500838,tt1489887,4
ur128526968,tt1489887,5
ur4052236,tt1489887,5
ur100229298,tt1489887,1
ur3805352,tt1489887,3
ur54588500,tt1489887,3
ur45634745,tt1489887,7
ur15588823,tt1489887,4
ur53070956,tt1489887,5
ur26680166,tt1489887,5
ur74108860,tt1489887,9
ur70246667,tt1489887,1
ur51204762,tt1489887,4
ur127984244,tt1489887,3
ur5921267,tt1489887,5
ur64439823,tt1489887,9
ur1888886,tt1489887,5
ur23483288,tt2191701,2
ur21388582,tt2191701,7
ur7134276,tt2191701,1
ur64798417,tt2191701,10
ur45288156,tt2191701,1
ur15551044,tt2191701,7
ur24852885,tt2191701,7
ur27175177,tt2191701,6
ur29571289,tt2191701,1
ur7813355,tt2191701,6
ur2898520,tt2191701,6
ur27218998,tt2191701,8
ur20552756,tt2191701,1
ur0872211,tt2191701,5
ur2115026,tt2191701,8
ur24690923,tt2191701,3
ur44768351,tt2191701,3
ur73394459,tt2191701,1
ur17825945,tt2191701,8
ur17646017,tt2191701,6
ur23055365,tt2191701,1
ur38216644,tt2191701,2
